# Number of electrons: 6, number of orbitals: 6
# Variational ground state energy: -4.54631
# Size of the original electron space: 400
# Size of the response space: 300
# Green's function matrix element: G_13
# Using eta: 0.01
#
#     w                            G
 -3.000e+00       ( -1.51577994e-01,  1.75342594e-03 )  
 -2.990e+00       ( -1.50029890e-01,  1.45744622e-03 )  
 -2.980e+00       ( -1.48702992e-01,  1.27147229e-03 )  
 -2.970e+00       ( -1.47513943e-01,  1.16062901e-03 )  
 -2.960e+00       ( -1.46401329e-01,  1.10544673e-03 )  
 -2.950e+00       ( -1.45318272e-01,  1.09520972e-03 )  
 -2.940e+00       ( -1.44224565e-01,  1.12476399e-03 )  
 -2.930e+00       ( -1.43082159e-01,  1.19302161e-03 )  
 -2.920e+00       ( -1.41852693e-01,  1.30242616e-03 )  
 -2.910e+00       ( -1.40493614e-01,  1.45920723e-03 )  
 -2.900e+00       ( -1.38954383e-01,  1.67441550e-03 )  
 -2.890e+00       ( -1.37171579e-01,  1.96611736e-03 )  
 -2.880e+00       ( -1.35058914e-01,  2.36360517e-03 )  
 -2.870e+00       ( -1.32499803e-01,  2.91557201e-03 )  
 -2.860e+00       ( -1.29316311e-01,  3.70686636e-03 )  
 -2.850e+00       ( -1.25236263e-01,  4.89525708e-03 )  
 -2.840e+00       ( -1.19809990e-01,  6.80111508e-03 )  
 -2.830e+00       ( -1.12251741e-01,  1.01551757e-02 )  
 -2.820e+00       ( -1.01144844e-01,  1.69050580e-02 )  
 -2.810e+00       ( -8.44756184e-02,  3.33976740e-02 )  
 -2.800e+00       ( -7.03554015e-02,  8.29269774e-02 )  
 -2.790e+00       ( -1.55625725e-01,  1.46894167e-01 )  
 -2.780e+00       ( -2.10554548e-01,  6.89585695e-02 )  
 -2.770e+00       ( -1.91055501e-01,  3.09459353e-02 )  
 -2.760e+00       ( -1.72589189e-01,  1.90381060e-02 )  
 -2.750e+00       ( -1.57645150e-01,  1.53783929e-02 )  
 -2.740e+00       ( -1.43550942e-01,  1.55643496e-02 )  
 -2.730e+00       ( -1.27878579e-01,  1.90394424e-02 )  
 -2.720e+00       ( -1.07747862e-01,  2.76429445e-02 )  
 -2.710e+00       ( -7.89215283e-02,  4.82049649e-02 )  
 -2.700e+00       ( -3.95242623e-02,  1.05546503e-01 )  
 -2.690e+00       ( -6.23315681e-02,  2.66863672e-01 )  
 -2.680e+00       ( -3.24191435e-01,  2.63878951e-01 )  
 -2.670e+00       ( -3.43000656e-01,  1.01767743e-01 )  
 -2.660e+00       ( -3.04022913e-01,  4.58167567e-02 )  
 -2.650e+00       ( -2.77105228e-01,  2.51462754e-02 )  
 -2.640e+00       ( -2.59613803e-01,  1.56998476e-02 )  
 -2.630e+00       ( -2.47676254e-01,  1.06720209e-02 )  
 -2.620e+00       ( -2.39107613e-01,  7.69936733e-03 )  
 -2.610e+00       ( -2.32694168e-01,  5.80675200e-03 )  
 -2.600e+00       ( -2.27725931e-01,  4.53700014e-03 )  
 -2.590e+00       ( -2.23761024e-01,  3.65438063e-03 )  
 -2.580e+00       ( -2.20509038e-01,  3.02887588e-03 )  
 -2.570e+00       ( -2.17766912e-01,  2.58573945e-03 )  
 -2.560e+00       ( -2.15386365e-01,  2.28193071e-03 )  
 -2.550e+00       ( -2.13244486e-01,  2.09499757e-03 )  
 -2.540e+00       ( -2.11234970e-01,  2.01854543e-03 )  
 -2.530e+00       ( -2.09250134e-01,  2.06271129e-03 )  
 -2.520e+00       ( -2.07165280e-01,  2.26063005e-03 )  
 -2.510e+00       ( -2.04814257e-01,  2.68625282e-03 )  
 -2.500e+00       ( -2.01945686e-01,  3.50009653e-03 )  
 -2.490e+00       ( -1.98137879e-01,  5.07687154e-03 )  
 -2.480e+00       ( -1.92641045e-01,  8.41902864e-03 )  
 -2.470e+00       ( -1.84355911e-01,  1.67753303e-02 )  
 -2.460e+00       ( -1.76865763e-01,  4.21738597e-02 )  
 -2.450e+00       ( -2.21005449e-01,  7.98204602e-02 )  
 -2.440e+00       ( -2.56947125e-01,  3.79248500e-02 )  
 -2.430e+00       ( -2.48621501e-01,  1.52294349e-02 )  
 -2.420e+00       ( -2.40943060e-01,  7.58644550e-03 )  
 -2.410e+00       ( -2.36073534e-01,  4.39017711e-03 )  
 -2.400e+00       ( -2.32918817e-01,  2.78912464e-03 )  
 -2.390e+00       ( -2.30786475e-01,  1.88148993e-03 )  
 -2.380e+00       ( -2.29292556e-01,  1.32149231e-03 )  
 -2.370e+00       ( -2.28216677e-01,  9.55634056e-04 )  
 -2.360e+00       ( -2.27424565e-01,  7.08023218e-04 )  
 -2.350e+00       ( -2.26828162e-01,  5.38088350e-04 )  
 -2.340e+00       ( -2.26367882e-01,  4.22953774e-04 )  
 -2.330e+00       ( -2.25997161e-01,  3.49539454e-04 )  
 -2.320e+00       ( -2.25680739e-01,  3.10768913e-04 )  
 -2.310e+00       ( -2.25387145e-01,  3.04362241e-04 )  
 -2.300e+00       ( -2.25086546e-01,  3.34580557e-04 )  
 -2.290e+00       ( -2.24752971e-01,  4.23718886e-04 )  
 -2.280e+00       ( -2.24440135e-01,  6.19848878e-04 )  
 -2.270e+00       ( -2.24171300e-01,  6.67570367e-04 )  
 -2.260e+00       ( -2.23601563e-01,  7.13252906e-04 )  
 -2.250e+00       ( -2.22849838e-01,  8.74374853e-04 )  
 -2.240e+00       ( -2.21888688e-01,  1.12058384e-03 )  
 -2.230e+00       ( -2.20642660e-01,  1.46135500e-03 )  
 -2.220e+00       ( -2.19010400e-01,  1.92773167e-03 )  
 -2.210e+00       ( -2.16851266e-01,  2.57388173e-03 )  
 -2.200e+00       ( -2.13960322e-01,  3.49159539e-03 )  
 -2.190e+00       ( -2.10028450e-01,  4.84290673e-03 )  
 -2.180e+00       ( -2.04557360e-01,  6.93379390e-03 )  
 -2.170e+00       ( -1.96710040e-01,  1.03963932e-02 )  
 -2.160e+00       ( -1.84993898e-01,  1.67004576e-02 )  
 -2.150e+00       ( -1.66700793e-01,  2.98546975e-02 )  
 -2.140e+00       ( -1.38340806e-01,  6.32496925e-02 )  
 -2.130e+00       ( -1.22607982e-01,  1.64869737e-01 )  
 -2.120e+00       ( -3.07818473e-01,  2.57159063e-01 )  
 -2.110e+00       ( -3.86275491e-01,  1.08980296e-01 )  
 -2.100e+00       ( -3.55339655e-01,  4.58108404e-02 )  
 -2.090e+00       ( -3.30452342e-01,  2.42881527e-02 )  
 -2.080e+00       ( -3.13801721e-01,  1.54970247e-02 )  
 -2.070e+00       ( -3.01667150e-01,  1.16924292e-02 )  
 -2.060e+00       ( -2.91517437e-01,  1.05801908e-02 )  
 -2.050e+00       ( -2.81476550e-01,  1.18299345e-02 )  
 -2.040e+00       ( -2.69575864e-01,  1.67720471e-02 )  
 -2.030e+00       ( -2.53459682e-01,  3.09462899e-02 )  
 -2.020e+00       ( -2.39004441e-01,  7.55968474e-02 )  
 -2.010e+00       ( -3.16566405e-01,  1.44208657e-01 )  
 -2.000e+00       ( -3.83256474e-01,  6.90768115e-02 )  
 -1.990e+00       ( -3.68724996e-01,  2.73320956e-02 )  
 -1.980e+00       ( -3.55322398e-01,  1.31826130e-02 )  
 -1.970e+00       ( -3.47185469e-01,  7.19143527e-03 )  
 -1.960e+00       ( -3.42326663e-01,  4.12613288e-03 )  
 -1.950e+00       ( -3.39469807e-01,  2.33276866e-03 )  
 -1.940e+00       ( -3.37911875e-01,  1.17571496e-03 )  
 -1.930e+00       ( -3.37251504e-01,  3.71271985e-04 )  
 -1.920e+00       ( -3.37246699e-01, -2.22313638e-04 )  
 -1.910e+00       ( -3.37744184e-01, -6.82334199e-04 )  
