# Number of electrons: 8, number of orbitals: 23
# Variational ground state energy: -76.2374
# Size of the N electron space: 20964
# Size of the N-1 electron space: 54541
# Green's function matrix element: G_66
# Using eta: 0.01
#
#     w                            G
  3.000e-01       ( -6.62316020e+00, -4.72786942e-01 )  
  3.100e-01       ( -7.12666450e+00, -5.48280551e-01 )  
  3.200e-01       ( -7.71292540e+00, -6.43376313e-01 )  
  3.300e-01       ( -8.40399169e+00, -7.65476141e-01 )  
  3.400e-01       ( -9.23041267e+00, -9.25822148e-01 )  
  3.500e-01       ( -1.02357039e+01, -1.14214885e+00 )  
  3.600e-01       ( -1.14838921e+01, -1.44373235e+00 )  
  3.700e-01       ( -1.30728460e+01, -1.88165090e+00 )  
  3.800e-01       ( -1.51590303e+01, -2.55136709e+00 )  
  3.900e-01       ( -1.80058622e+01, -3.64762394e+00 )  
  4.000e-01       ( -2.20814160e+01, -5.61586902e+00 )  
  4.100e-01       ( -2.82404779e+01, -9.64330917e+00 )  
  4.200e-01       ( -3.77267435e+01, -1.95882443e+01 )  
  4.300e-01       ( -4.59336592e+01, -4.96862165e+01 )  
  4.400e-01       (  6.95367850e+00, -9.15208163e+01 )  
  4.500e-01       (  4.58514150e+01, -4.26401436e+01 )  
  4.600e-01       (  3.59336769e+01, -1.73303471e+01 )  
  4.700e-01       (  2.70098893e+01, -8.79704383e+00 )  
  4.800e-01       (  2.12467718e+01, -5.22562181e+00 )  
  4.900e-01       (  1.74023074e+01, -3.43918228e+00 )  
  5.000e-01       (  1.46954246e+01, -2.42793760e+00 )  
  5.100e-01       (  1.26988278e+01, -1.80287322e+00 )  
  5.200e-01       (  1.11701544e+01, -1.39053609e+00 )  
  5.300e-01       (  9.96424830e+00, -1.10462295e+00 )  
  5.400e-01       (  8.98964556e+00, -8.98418111e-01 )  
  5.500e-01       (  8.18613412e+00, -7.44897466e-01 )  
  5.600e-01       (  7.51257311e+00, -6.27567077e-01 )  
  5.700e-01       (  6.93994925e+00, -5.35905811e-01 )  
  5.800e-01       (  6.44724066e+00, -4.62949967e-01 )  
  5.900e-01       (  6.01885611e+00, -4.03943633e-01 )  
  6.000e-01       (  5.64299502e+00, -3.55550033e-01 )  
  6.100e-01       (  5.31056560e+00, -3.15372652e-01 )  
  6.200e-01       (  5.01445217e+00, -2.81654629e-01 )  
  6.300e-01       (  4.74900738e+00, -2.53084493e-01 )  
  6.400e-01       (  4.50969291e+00, -2.28667343e-01 )  
  6.500e-01       (  4.29282048e+00, -2.07637467e-01 )  
  6.600e-01       (  4.09536203e+00, -1.89397842e-01 )  
  6.700e-01       (  3.91480846e+00, -1.73477470e-01 )  
  6.800e-01       (  3.74906310e+00, -1.59500785e-01 )  
  6.900e-01       (  3.59636028e+00, -1.47165393e-01 )  
  7.000e-01       (  3.45520245e+00, -1.36225633e-01 )  
  7.100e-01       (  3.32431097e+00, -1.26480301e-01 )  
  7.200e-01       (  3.20258782e+00, -1.17763366e-01 )  
  7.300e-01       (  3.08908372e+00, -1.09936875e-01 )  
  7.400e-01       (  2.98297434e+00, -1.02885482e-01 )  
  7.500e-01       (  2.88354037e+00, -9.65121905e-02 )  
  7.600e-01       (  2.79015011e+00, -9.07350052e-02 )  
  7.700e-01       (  2.70224700e+00, -8.54842966e-02 )  
  7.800e-01       (  2.61933817e+00, -8.07007000e-02 )  
  7.900e-01       (  2.54098516e+00, -7.63334390e-02 )  
# Nummber of peaks: 1
# Peaks:   4.40000e-01,  
